monthly_bill,billing_complaint_resolve_time,promotions,hotline_call_time,hotline_call_count,archade_visit_time,archade_visit_waiting_time,archade_visit_count,negative_ratings_cx_sent,positive_ratings_cx_sent,complaint_resolve_duration,total_complaints,coverage_related_complaint_duration,adjustment_charges,download_bandwidth,downloaded_data,data_charges,churn
0.516039315,0.0,0.59752351,0.20644538199999998,1.0,0.6224663810000001,0.010098885,0.800068192,0.303030303,0.076923077,0.928592775,0.400037551,0.0,0.45199609999999996,0.377652837,0.749035964,0.058332975999999995,0
0.576644345,0.0,0.6920946020000001,0.79713374,0.818181818,0.0,0.0,0.0,0.0,0.038461537999999997,0.393114505,0.400037551,0.027393812000000003,0.8240652479999999,0.080658815,0.0011573739999999999,0.007299733,0
0.663828099,0.0,0.445595155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137638959,0.8118797729999999,0.0,0.0,0.38643546100000004,0.805286568,0.794452825,0
0.23307413600000002,4.6e-05,0.815344326,0.9291675209999999,0.681818182,0.0,0.0,0.0,0.0,0.0,0.007082977,0.400037551,1.0,0.09449469099999999,0.0,0.036696928999999996,0.217758237,0
0.863056873,0.0,0.68234773,0.462716155,0.683679878,0.0,0.0,0.0,0.0,0.0,0.748550759,0.400037551,0.0,0.481722249,0.07750715799999999,0.169885255,0.7079849859999999,0
0.13130272199999998,0.010888291000000001,0.369749171,0.70712892,0.13636363599999998,0.6799694820000001,0.002314328,0.800068192,0.0,0.0,0.526276664,0.400037551,0.0,0.7244733309999999,0.0,0.266371303,0.182698955,0
0.8558567309999999,0.0,0.597287122,0.381595776,0.65110093,0.0,0.0,0.0,0.0,0.038461537999999997,0.41445569600000004,0.800075103,0.0,0.32638781899999997,0.303776725,0.0,0.0,0
0.6504460910000001,0.08957193199999999,0.04740374,0.20189437300000002,0.7507015990000001,0.0,0.0,0.0,0.0,0.128205128,0.34503942200000004,0.800075103,0.0,0.9606826540000001,0.38941531,0.14448465800000002,0.42878221299999997,0
0.352902886,0.054402541,0.04740374,0.100629885,0.090909091,0.440578966,0.0,0.400034096,0.0,0.0,0.788006531,0.640659254,0.0,0.482933114,0.398411767,0.437697677,0.351337984,0
0.254866826,0.0,0.37922991899999997,0.48411133799999995,0.045454545,0.7960418579999999,0.06795708,0.800068192,0.0,0.0,0.380772622,0.400037551,0.0,0.631367648,0.657898388,0.374451298,0.087617924,0
0.29648129,0.00025115900000000004,0.985997789,0.790655769,0.454545455,0.0,0.0,0.0,0.0,0.0,0.8176267079999999,0.6618126089999999,0.018239656,0.14201563,0.7433293679999999,0.0,0.0,0
0.693149252,0.0,0.985997789,0.462353525,0.22727272699999998,0.18425468399999997,0.0,0.400034096,0.0,0.0,0.063946547,0.400037551,0.0014265229999999999,0.59205449,0.0,0.5726913929999999,0.213504146,0
0.169048995,0.563463736,0.483518147,0.336720287,0.318181818,0.0,0.0,0.0,0.0,0.0,0.76144508,0.400037551,0.0,0.0,0.0,0.293937839,0.0,0
0.8320849229999999,0.020906367,0.9765170409999999,0.608519746,0.397806657,0.0,0.0,0.0,0.0,0.23076923100000002,0.775987227,0.400037551,0.0,0.072992011,0.9613408109999999,0.664066067,0.928515841,0
0.44004188,0.0,0.331826179,0.638682467,0.363636364,0.0,0.0,0.0,0.0,0.0,0.524053923,0.400037551,0.0,0.0,0.028050018,0.617187766,0.264688615,0
0.8641953840000001,0.0,0.5372182879999999,0.5916855910000001,0.818181818,0.5612416179999999,0.0,0.000606015,0.0,0.076923077,0.528670385,0.400037551,0.0,0.6110334629999999,0.996339958,0.025343912000000003,0.008338185,0
0.17381406800000002,0.0,0.8722288140000001,0.5451420029999999,0.8636363640000001,0.370473008,0.037029245,0.800068192,0.0,0.038461537999999997,0.974928375,0.400037551,0.0,0.09945527900000001,0.364878111,0.33110239399999997,0.0,0
0.7383870359999999,0.0,0.928928168,0.661800143,0.13636363599999998,0.181456328,0.0,0.800068192,0.181818182,0.0,0.8437907840000001,0.400037551,0.0,0.40319138,0.405995469,0.533548337,0.573880822,0
0.616710955,0.0,0.294596416,0.644575208,0.5,0.0,0.0,0.0,0.0,0.038461537999999997,0.04753246,0.400037551,0.0,0.679311032,0.203045064,0.033937937,0.0,0
0.743868911,0.0,0.9670362929999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.520495932,0.400037551,0.17178536600000002,0.20473148300000002,0.645114188,0.566271918,0.17568695,0
0.438878101,0.0,0.5024796429999999,0.275145676,0.181818182,0.0,0.0,0.0,0.0,0.0,0.09301316,0.800075103,0.0,0.745730799,0.0,0.05744782,0.34077416299999996,0
